FAKEID,prob of Renewal,prob of Defect,Predicted Defect
734X75SV,0.0,1.0,1
495M65SO,1.0,0.0,0
859K25EO,1.0,0.0,0
169Q84CM,0.0,1.0,1
062K05PN,0.0,1.0,1
722V73HV,1.0,0.0,0
388L65IU,0.0,1.0,1
601X28QJ,0.0,1.0,1
765X29FG,0.0,1.0,1
885I83VT,1.0,0.0,0
277R82IM,0.0,1.0,1
726K89XL,0.0,1.0,1
917Y57CG,1.0,0.0,0
948F76ZO,0.0,1.0,1
925Z62PO,0.0,1.0,1
394R32BG,0.0,1.0,1
628J41VT,1.0,0.0,0
604A20YG,0.0,1.0,1
337M61QW,1.0,0.0,0
540N35CP,0.0,1.0,1
399D07OL,0.0,1.0,1
622Y37UZ,1.0,0.0,0
781G86BG,0.0,1.0,1
918G53WG,0.0,1.0,1
335H83FC,0.0,1.0,1
831Y32UP,0.0,1.0,1
179Z68PG,0.0,1.0,1
309P15KL,1.0,0.0,0
886Q45CO,1.0,0.0,0
993J94QN,0.0,1.0,1
846Q98CM,0.0,1.0,1
941G21GJ,0.0,1.0,1
509B81FM,0.0,1.0,1
893O99ND,1.0,0.0,0
296M00IA,0.0,1.0,1
125C22PA,1.0,0.0,0
853U67US,1.0,0.0,0
923Q59XZ,1.0,0.0,0
469X59GN,1.0,0.0,0
947D09QP,1.0,0.0,0
583F56QR,1.0,0.0,0
134T26KW,1.0,0.0,0
132Q82YY,1.0,0.0,0
026W47LP,0.0,1.0,1
837J41SI,1.0,0.0,0
279W81EU,0.0,1.0,1
010H72SV,0.0,1.0,1
667G55BO,0.0,1.0,1
994L62PA,1.0,0.0,0
243R51GS,1.0,0.0,0
160X64BO,0.0,1.0,1
375O32IR,0.0,1.0,1
329J30NT,0.0,1.0,1
877D92YV,1.0,0.0,0
474P50XE,0.0,1.0,1
485S31RS,0.0,1.0,1
993B31SP,0.0,1.0,1
366N33IT,0.0,1.0,1
521D39PZ,1.0,0.0,0
612C29WU,0.0,1.0,1
552U84RT,1.0,0.0,0
291K80JJ,0.0,1.0,1
845D33FK,1.0,0.0,0
034O15TH,0.0,1.0,1
517N80JJ,1.0,0.0,0
495W61CI,0.0,1.0,1
712K72CP,1.0,0.0,0
039A81ZZ,0.0,1.0,1
363O47VL,0.0,1.0,1
226X42SM,1.0,0.0,0
080K05IM,0.0,1.0,1
540E32YK,1.0,0.0,0
756J07QB,0.0,1.0,1
434U64AC,1.0,0.0,0
454T15DO,0.0,1.0,1
467M13ZN,0.0,1.0,1
852F55IC,1.0,0.0,0
527E15YV,0.0,1.0,1
645T17PI,1.0,0.0,0
721J41ZQ,1.0,0.0,0
681T66FK,0.0,1.0,1
930L55AG,0.0,1.0,1
022W40UY,0.0,1.0,1
313N61AY,1.0,0.0,0
197F28QK,0.0,1.0,1
933W38KE,0.75,0.25,0
718F75UG,0.0,1.0,1
237O53YO,0.0,1.0,1
225A64GY,0.0,1.0,1
068T98WX,0.0,1.0,1
412L37LU,0.0,1.0,1
101R87XN,1.0,0.0,0
887V58MG,0.0,1.0,1
085P94RU,1.0,0.0,0
086H83UF,1.0,0.0,0
335D17UX,1.0,0.0,0
257M13PF,1.0,0.0,0
375R11NX,1.0,0.0,0
689G41SG,0.0,1.0,1
216T48VL,0.0,1.0,1
735R34UW,1.0,0.0,0
731H48YU,1.0,0.0,0
077U34TT,0.0,1.0,1
966M94RX,0.0,1.0,1
616J64FW,0.0,1.0,1
007U04BW,0.0,1.0,1
554R81PK,1.0,0.0,0
556N94WO,0.0,1.0,1
993E99CC,0.0,1.0,1
829Z06BW,0.0,1.0,1
930L95ES,1.0,0.0,0
634M66LB,0.0,1.0,1
681X09BE,0.0,1.0,1
924X66CQ,0.0,1.0,1
748R37VS,0.0,1.0,1
766F48WN,1.0,0.0,0
493O70IW,1.0,0.0,0
762X49RB,1.0,0.0,0
408D23YR,0.0,1.0,1
634X12QB,1.0,0.0,0
566U82HY,1.0,0.0,0
794G87SE,1.0,0.0,0
318A36KK,1.0,0.0,0
191F72YV,0.0,1.0,1
151R76CF,1.0,0.0,0
215D83AN,1.0,0.0,0
528D80HR,1.0,0.0,0
636Y06ZH,1.0,0.0,0
496N01JX,1.0,0.0,0
882R54PD,0.0,1.0,1
186O02EJ,1.0,0.0,0
782V02VU,1.0,0.0,0
150R01PV,1.0,0.0,0
049M10BA,1.0,0.0,0
719V79KI,1.0,0.0,0
997G50PJ,0.0,1.0,1
380A58OP,1.0,0.0,0
799N12YK,0.0,1.0,1
598P06TV,0.0,1.0,1
898O82DV,1.0,0.0,0
807M51YO,0.0,1.0,1
642B61IL,1.0,0.0,0
617Q83WY,0.0,1.0,1
116R53PZ,0.0,1.0,1
131C91JL,0.0,1.0,1
497I84GI,1.0,0.0,0
170K68MU,0.0,1.0,1
137I91JE,1.0,0.0,0
440E40SY,0.0,1.0,1
222U50YD,0.0,1.0,1
992I34XX,0.0,1.0,1
009C67HR,0.0,1.0,1
208G66HF,0.0,1.0,1
784T42PD,1.0,0.0,0
059C64LG,1.0,0.0,0
104C50GP,1.0,0.0,0
168O18ID,1.0,0.0,0
089Z37PZ,0.0,1.0,1
270N88CQ,0.0,1.0,1
960K91KS,0.0,1.0,1
593R69JN,0.0,1.0,1
993Q29LF,0.0,1.0,1
814L14PR,0.0,1.0,1
985W06WG,0.0,1.0,1
399D87AT,1.0,0.0,0
960I88ZT,1.0,0.0,0
288D80CJ,1.0,0.0,0
451E25FI,0.0,1.0,1
993R91JS,1.0,0.0,0
025A69WX,0.0,1.0,1
496F75MC,0.0,1.0,1
806O60AC,1.0,0.0,0
305C18SP,1.0,0.0,0
563C16GD,1.0,0.0,0
671B97MI,1.0,0.0,0
796I61IJ,0.0,1.0,1
365G75VE,0.0,1.0,1
547S98SP,1.0,0.0,0
375E61ZD,0.0,1.0,1
665R77UM,0.0,1.0,1
380P07HL,0.0,1.0,1
676D90CS,1.0,0.0,0
857W20RG,0.0,1.0,1
372C25RJ,1.0,0.0,0
239H71UL,1.0,0.0,0
801D87KK,0.0,1.0,1
179W09DP,1.0,0.0,0
638R87XN,0.0,1.0,1
316K52PG,0.0,1.0,1
776D51VH,0.0,1.0,1
516Q19SO,1.0,0.0,0
708F93IQ,1.0,0.0,0
257P42TP,0.0,1.0,1
552X70LJ,0.0,1.0,1
757L94UZ,0.4444444444444444,0.5555555555555556,1
562B68LL,0.0,1.0,1
872Z72LX,0.0,1.0,1
793J58TE,1.0,0.0,0
497Z17LV,1.0,0.0,0
047P87YL,0.0,1.0,1
223F04TO,1.0,0.0,0
531D25ID,0.0,1.0,1
882Z98KZ,1.0,0.0,0
123T48OU,1.0,0.0,0
866H38EC,1.0,0.0,0
602K71IF,0.0,1.0,1
467Y50QZ,0.0,1.0,1
465J80UT,0.0,1.0,1
716O58WI,0.0,1.0,1
286H29OP,0.0,1.0,1
006M39TD,1.0,0.0,0
254P51XV,1.0,0.0,0
211T48OM,1.0,0.0,0
024K44FU,0.0,1.0,1
220X01BD,1.0,0.0,0
053M18OR,1.0,0.0,0
525Q48SU,0.0,1.0,1
213V62VR,1.0,0.0,0
891D84HB,1.0,0.0,0
230N51IN,1.0,0.0,0
201G23CH,1.0,0.0,0
614O84MM,0.0,1.0,1
468H89FB,1.0,0.0,0
213H23ES,0.0,1.0,1
752P16CK,1.0,0.0,0
697P55NB,0.0,1.0,1
941T63GZ,0.0,1.0,1
345X99CL,1.0,0.0,0
399K87IL,0.0,1.0,1
519L12IB,1.0,0.0,0
757D47NU,0.0,1.0,1
430C48DH,0.0,1.0,1
754V30XP,0.0,1.0,1
015A08UK,1.0,0.0,0
477M87ND,1.0,0.0,0
672X52JN,0.0,1.0,1
900S30EW,0.5,0.5,0
960U97JF,0.0,1.0,1
974T42BJ,0.6666666666666666,0.3333333333333333,0
305T40EJ,1.0,0.0,0
578F86NN,1.0,0.0,0
954L97DC,0.0,1.0,1
268V39BU,1.0,0.0,0
000P11CI,0.0,1.0,1
609U10GE,0.0,1.0,1
923M54VL,1.0,0.0,0
338Y13MM,1.0,0.0,0
281N53GB,0.0,1.0,1
358Z70HD,0.0,1.0,1
676Q05WF,0.5,0.5,0
084L80IY,1.0,0.0,0
365A06OW,1.0,0.0,0
497J31QF,0.0,1.0,1
793Q64LA,1.0,0.0,0
768K52GT,1.0,0.0,0
248L04TY,1.0,0.0,0
738M24YL,0.0,1.0,1
893K10BI,0.0,1.0,1
139K17ZJ,1.0,0.0,0
674O82SM,1.0,0.0,0
868I41SS,1.0,0.0,0
254W47YW,0.0,1.0,1
349T25PX,1.0,0.0,0
864E39MX,1.0,0.0,0
381L55ZW,0.0,1.0,1
368F26CF,0.0,1.0,1
476I90QJ,1.0,0.0,0
474Y42PR,0.0,1.0,1
082X17JH,0.0,1.0,1
713N58KO,1.0,0.0,0
577X63UC,0.0,1.0,1
999M38YN,0.0,1.0,1
744B27JQ,1.0,0.0,0
936R87PP,1.0,0.0,0
378E31WN,1.0,0.0,0
221B50RX,1.0,0.0,0
119O72GF,0.0,1.0,1
240D31SK,0.0,1.0,1
206N21QD,0.0,1.0,1
896M68NF,0.0,1.0,1
249S41GU,1.0,0.0,0
384U21SO,1.0,0.0,0
508O92HH,1.0,0.0,0
781T29TK,1.0,0.0,0
214O91XE,0.0,1.0,1
639Y64BV,0.0,1.0,1
083U55FW,1.0,0.0,0
006P87QP,0.0,1.0,1
414E38ZQ,1.0,0.0,0
651N93BX,0.0,1.0,1
091K38FR,1.0,0.0,0
896O58PG,0.0,1.0,1
966L54HS,1.0,0.0,0
613L08QC,1.0,0.0,0
998A62JP,0.0,1.0,1
557E20LL,1.0,0.0,0
351T38LG,0.0,1.0,1
059Q04US,1.0,0.0,0
480X89TU,1.0,0.0,0
680A99CE,1.0,0.0,0
732H89UC,1.0,0.0,0
406X85HX,0.5,0.5,0
245F27HB,1.0,0.0,0
633F95QX,0.0,1.0,1
986M27EW,0.0,1.0,1
514Q76WE,1.0,0.0,0
596Q56QB,1.0,0.0,0
842W62VZ,1.0,0.0,0
495L38WE,0.0,1.0,1
647R35QK,1.0,0.0,0
605W09NE,1.0,0.0,0
170C45WJ,0.0,1.0,1
270V51DY,1.0,0.0,0
300D77UT,1.0,0.0,0
192L08CL,0.0,1.0,1
216X75DP,1.0,0.0,0
529K98RI,0.0,1.0,1
848D01ON,0.0,1.0,1
538B68QL,0.0,1.0,1
586M57VA,1.0,0.0,0
212O90GS,0.0,1.0,1
277N97XM,0.0,1.0,1
537H46LW,0.5,0.5,0
617D08HN,0.0,1.0,1
219Q65TG,1.0,0.0,0
804J92GA,0.0,1.0,1
698W52KN,0.0,1.0,1
610H25IG,0.0,1.0,1
429Q78MR,1.0,0.0,0
632A80JV,0.0,1.0,1
004X92JZ,1.0,0.0,0
762R49JC,1.0,0.0,0
523I80FZ,0.0,1.0,1
000G35QI,0.0,1.0,1
569O71FY,0.0,1.0,1
729K85LH,1.0,0.0,0
101O72YV,0.0,1.0,1
504U81MC,1.0,0.0,0
280Z88LX,1.0,0.0,0
858Z47VA,1.0,0.0,0
017P72CR,1.0,0.0,0
912L34FS,0.0,1.0,1
902D69ZH,1.0,0.0,0
548J88QM,1.0,0.0,0
609R15SD,0.0,1.0,1
879W29SS,0.0,1.0,1
070W20SB,1.0,0.0,0
483C78HR,0.0,1.0,1
075Q53WC,1.0,0.0,0
417R08XG,0.0,1.0,1
486N10UL,0.0,1.0,1
918I85EL,1.0,0.0,0
126W56DM,1.0,0.0,0
872N23FL,0.0,1.0,1
732Q23ZV,1.0,0.0,0
187K70FX,1.0,0.0,0
018W25FE,1.0,0.0,0
668F27MO,0.0,1.0,1
500V94GB,0.0,1.0,1
043C86IH,0.0,1.0,1
597N39MI,0.0,1.0,1
987W88LF,0.0,1.0,1
489Z43MO,1.0,0.0,0
803B30WS,1.0,0.0,0
700D42LP,0.0,1.0,1
372L13FL,0.0,1.0,1
368K76HQ,0.0,1.0,1
075G07PX,1.0,0.0,0
452K68FA,1.0,0.0,0
426Y81SG,0.0,1.0,1
328Y19LD,1.0,0.0,0
645S72PB,1.0,0.0,0
943G56UH,1.0,0.0,0
244J89LW,0.0,1.0,1
939H18EX,1.0,0.0,0
241K46JW,0.0,1.0,1
450Y38OD,1.0,0.0,0
841Z17BS,0.0,1.0,1
191Q34QM,0.0,1.0,1
939V99XL,0.0,1.0,1
195F16WX,0.0,1.0,1
972Q97LN,1.0,0.0,0
013L06XS,1.0,0.0,0
686Z13IJ,0.0,1.0,1
064X68ZM,1.0,0.0,0
289S07WD,1.0,0.0,0
646V52JM,0.0,1.0,1
110V19OK,0.0,1.0,1
885T65HB,1.0,0.0,0
006E21FI,0.0,1.0,1
910T81IX,0.0,1.0,1
963A97ON,1.0,0.0,0
162D50UJ,1.0,0.0,0
998I15MC,1.0,0.0,0
755S80FW,1.0,0.0,0
130C43UF,0.0,1.0,1
158T21QI,1.0,0.0,0
725T77RP,0.0,1.0,1
406S67NY,1.0,0.0,0
992E65XE,0.0,1.0,1
784M89VZ,1.0,0.0,0
887C61HH,0.0,1.0,1
521D94TN,0.0,1.0,1
208N56HA,1.0,0.0,0
997U94MZ,1.0,0.0,0
053Y04JA,0.0,1.0,1
312M72PZ,0.0,1.0,1
343M65GP,0.0,1.0,1
724I22VV,0.0,1.0,1
559G00BS,1.0,0.0,0
172M94LH,1.0,0.0,0
143L53WV,1.0,0.0,0
130Z18IP,0.0,1.0,1
542G74YX,1.0,0.0,0
462M51ZE,0.0,1.0,1
465B11SS,0.0,1.0,1
023Y66ML,0.0,1.0,1
832Y87TJ,1.0,0.0,0
570N23XI,0.0,1.0,1
268H79QV,1.0,0.0,0
667X79MH,0.0,1.0,1
718L02UK,0.0,1.0,1
188C29QC,0.0,1.0,1
468W71BS,1.0,0.0,0
261C83HZ,0.0,1.0,1
167S31ZB,1.0,0.0,0
315H09HN,1.0,0.0,0
520M01FL,0.0,1.0,1
924W74HI,0.0,1.0,1
534E55DZ,0.0,1.0,1
493F39SE,1.0,0.0,0
068Z86XN,0.0,1.0,1
341Z04DK,0.0,1.0,1
010J78DS,1.0,0.0,0
485S34ME,1.0,0.0,0
850M15QF,0.0,1.0,1
605Z02MJ,0.0,1.0,1
068W39LR,0.0,1.0,1
477J32BJ,0.0,1.0,1
730Q78OQ,0.0,1.0,1
547D94VX,0.0,1.0,1
243H49TM,0.0,1.0,1
867J46ZT,1.0,0.0,0
163E34JX,1.0,0.0,0
113Z57ZG,0.0,1.0,1
896X99LR,1.0,0.0,0
698E77VT,0.0,1.0,1
661A56KT,1.0,0.0,0
076O04PN,1.0,0.0,0
531O07QB,1.0,0.0,0
911D72PW,0.0,1.0,1
799O42YN,0.5,0.5,0
168L39YZ,0.0,1.0,1
141V19MA,1.0,0.0,0
107M21AE,1.0,0.0,0
169G09YB,0.0,1.0,1
926D20UT,1.0,0.0,0
778J77NH,0.0,1.0,1
107A41KZ,0.0,1.0,1
309F26ES,1.0,0.0,0
274N23QP,0.0,1.0,1
275I78JJ,0.0,1.0,1
406G92EQ,1.0,0.0,0
965E39XI,1.0,0.0,0
586H98XA,0.0,1.0,1
865V47SJ,0.0,1.0,1
447H60GA,0.0,1.0,1
724Q90SI,0.0,1.0,1
565R13NL,1.0,0.0,0
066P47IJ,1.0,0.0,0
764C57XD,0.0,1.0,1
999T00WU,0.0,1.0,1
320D79TR,0.0,1.0,1
061C01FT,0.0,1.0,1
498T17NM,0.0,1.0,1
466A30UM,0.0,1.0,1
015R53NP,0.0,1.0,1
198G23BB,0.0,1.0,1
744A26AJ,1.0,0.0,0
255B24FR,0.0,1.0,1
182Y49UA,1.0,0.0,0
490O77LJ,0.0,1.0,1
029Y61HS,0.0,1.0,1
259B35RJ,0.0,1.0,1
108G81OJ,0.0,1.0,1
083W20ZP,1.0,0.0,0
650K28JH,0.0,1.0,1
840H18MK,1.0,0.0,0
930W64AF,1.0,0.0,0
518D56IQ,0.0,1.0,1
008B17VI,0.0,1.0,1
110V22MG,0.0,1.0,1
083V19VL,0.0,1.0,1
659F43KL,1.0,0.0,0
770X74MF,0.0,1.0,1
648T46NF,0.0,1.0,1
817G17IV,0.0,1.0,1
455O56DI,1.0,0.0,0
408H64NS,1.0,0.0,0
181F71JB,0.0,1.0,1
794N85ZZ,0.0,1.0,1
858Z39KR,0.0,1.0,1
704U62OA,1.0,0.0,0
760R07DQ,0.0,1.0,1
296Q64ZF,0.0,1.0,1
319Q41GU,0.0,1.0,1
777M15RM,0.0,1.0,1
649S64TX,1.0,0.0,0
361I14PO,0.0,1.0,1
261B51OY,0.5,0.5,0
902E10VO,1.0,0.0,0
930T68SH,0.0,1.0,1
201Z14NK,0.0,1.0,1
039P19LH,0.0,1.0,1
642E77AX,1.0,0.0,0
505J97EQ,0.5,0.5,0
418D89KX,1.0,0.0,0
176C04TL,0.0,1.0,1
107K24PP,0.0,1.0,1
194M06FY,1.0,0.0,0
694G23SL,1.0,0.0,0
556N76ZH,1.0,0.0,0
906A72GE,0.0,1.0,1
506U07ZU,1.0,0.0,0
013R55JG,1.0,0.0,0
185Z49BF,1.0,0.0,0
105B27GX,0.0,1.0,1
403W08BU,1.0,0.0,0
741D26OF,0.0,1.0,1
438V39GO,0.0,1.0,1
517L39ON,0.0,1.0,1
099R49PG,0.0,1.0,1
440O82RB,0.0,1.0,1
671X48NG,0.0,1.0,1
669Y56KQ,1.0,0.0,0
101Z77NP,0.0,1.0,1
286N86DE,0.0,1.0,1
343K67ZY,0.0,1.0,1
299O03KW,0.0,1.0,1
497M53II,1.0,0.0,0
521X50LR,0.0,1.0,1
632X76DT,0.0,1.0,1
461R20GU,0.0,1.0,1
117I43DW,1.0,0.0,0
060M80YZ,0.6666666666666666,0.3333333333333333,0
381U80VS,1.0,0.0,0
160B60ZN,1.0,0.0,0
354E24UP,0.0,1.0,1
170J90KL,0.0,1.0,1
212V25YG,0.0,1.0,1
169F16NW,1.0,0.0,0
402V27QU,0.0,1.0,1
135O18VG,0.0,1.0,1
711P03WJ,1.0,0.0,0
758W57BK,0.0,1.0,1
416J19VD,1.0,0.0,0
436N30XE,0.0,1.0,1
863S74CR,0.0,1.0,1
033P71OG,0.0,1.0,1
025J49LM,1.0,0.0,0
768Q94FP,0.0,1.0,1
167R46HZ,0.0,1.0,1
034L89TE,0.0,1.0,1
483Q79XB,0.0,1.0,1
538E34BJ,1.0,0.0,0
726R09ON,0.0,1.0,1
050I51KM,0.0,1.0,1
264K04PB,0.0,1.0,1
649T55FQ,1.0,0.0,0
278N39YL,1.0,0.0,0
969U42UV,0.0,1.0,1
443U09TV,0.0,1.0,1
678W34IA,1.0,0.0,0
527U10SA,0.0,1.0,1
357G14YF,0.0,1.0,1
129J02DV,1.0,0.0,0
808B92YB,1.0,0.0,0
429J41MR,0.0,1.0,1
522M86EG,0.0,1.0,1
719F37JF,1.0,0.0,0
644U39DG,0.0,1.0,1
793O51YT,1.0,0.0,0
780Y08VB,0.0,1.0,1
153H73VZ,1.0,0.0,0
101M95LY,0.0,1.0,1
622Z16SU,0.0,1.0,1
697K34ET,0.0,1.0,1
699A96YX,0.0,1.0,1
053G61SI,0.0,1.0,1
156Q98DI,0.0,1.0,1
521N69RY,0.0,1.0,1
077N51MU,1.0,0.0,0
141Y48FK,0.0,1.0,1
951M04AC,0.0,1.0,1
143D37XH,0.0,1.0,1
106L30TU,0.0,1.0,1
238F60IH,1.0,0.0,0
683U42WM,1.0,0.0,0
476F33GC,0.0,1.0,1
891Q52EX,1.0,0.0,0
414X46HV,0.0,1.0,1
091L15XZ,1.0,0.0,0
533M93JS,1.0,0.0,0
462I85CL,0.0,1.0,1
280H35XN,0.0,1.0,1
561A13BA,1.0,0.0,0
554N78BM,0.5,0.5,0
994J22HV,0.0,1.0,1
393A20OL,1.0,0.0,0
968E65MP,0.0,1.0,1
041L45NT,1.0,0.0,0
861H79ZA,0.0,1.0,1
772G03UW,0.5,0.5,0
057Y52QW,1.0,0.0,0
073Z02OE,0.0,1.0,1
172P70CM,0.0,1.0,1
718X12NY,1.0,0.0,0
823O38LA,1.0,0.0,0
273Q73SB,0.0,1.0,1
143M92HO,1.0,0.0,0
721H86DF,1.0,0.0,0
464A11KZ,0.0,1.0,1
072K31HW,0.0,1.0,1
801W02CK,1.0,0.0,0
548P97RL,1.0,0.0,0
233V28DB,0.0,1.0,1
133I19JR,1.0,0.0,0
303C88PS,0.0,1.0,1
140L81DP,0.0,1.0,1
968X08HB,1.0,0.0,0
046Q56GW,1.0,0.0,0
486V06II,0.0,1.0,1
556Z20KU,0.0,1.0,1
240R25PM,1.0,0.0,0
417Z95QA,1.0,0.0,0
410M93PN,0.0,1.0,1
124J27JY,0.0,1.0,1
800I07ZE,0.0,1.0,1
297U69VI,0.0,1.0,1
480I33NJ,0.0,1.0,1
760M61OO,1.0,0.0,0
765G47LS,1.0,0.0,0
087I96KY,1.0,0.0,0
695E16RQ,1.0,0.0,0
500Z88SM,0.0,1.0,1
606N20FG,1.0,0.0,0
851K44LD,0.0,1.0,1
417L22FZ,1.0,0.0,0
634S79WF,1.0,0.0,0
098Z39BC,0.0,1.0,1
043U95YI,1.0,0.0,0
244X49JF,1.0,0.0,0
717J07IU,0.0,1.0,1
276A05UU,0.0,1.0,1
067S53BQ,0.0,1.0,1
808H60BZ,1.0,0.0,0
235Z42NY,1.0,0.0,0
659O45DG,1.0,0.0,0
528I76CK,0.0,1.0,1
724O67TI,1.0,0.0,0
608X41YR,0.0,1.0,1
962R44PY,1.0,0.0,0
818O91LY,1.0,0.0,0
558A28PW,0.0,1.0,1
878K29ON,0.0,1.0,1
364X10PB,0.0,1.0,1
169O48FI,1.0,0.0,0
244V31IW,0.0,1.0,1
488J69GB,0.0,1.0,1
786E37MF,1.0,0.0,0
029G51YP,0.0,1.0,1
861Z66FK,0.0,1.0,1
402H89VM,1.0,0.0,0
352Q96SK,0.0,1.0,1
712A54VS,1.0,0.0,0
395J81AT,0.0,1.0,1
212N45GO,1.0,0.0,0
766Y98AY,0.0,1.0,1
954V03VR,1.0,0.0,0
611N23YY,0.0,1.0,1
957V04GT,0.0,1.0,1
754Z43DC,1.0,0.0,0
952T94UE,1.0,0.0,0
341Y43NZ,1.0,0.0,0
377Z69QA,0.0,1.0,1
907G27QT,1.0,0.0,0
822M95GK,1.0,0.0,0
966A05DX,1.0,0.0,0
869Z33VW,1.0,0.0,0
478F54RS,1.0,0.0,0
941Z92EP,0.0,1.0,1
864F09WO,1.0,0.0,0
564R85EJ,1.0,0.0,0
284A09LO,1.0,0.0,0
806H69VI,0.0,1.0,1
630X05WB,1.0,0.0,0
345R22IR,1.0,0.0,0
701I83ZQ,1.0,0.0,0
438C22XT,0.0,1.0,1
639R39HO,0.0,1.0,1
938I96NL,0.0,1.0,1
167R06MY,1.0,0.0,0
602J40KZ,0.0,1.0,1
227N50NY,0.0,1.0,1
384A13WS,0.0,1.0,1
020N57WC,1.0,0.0,0
272M01GA,0.0,1.0,1
157Q49TF,1.0,0.0,0
354H62MQ,0.0,1.0,1
667J11RN,0.0,1.0,1
364H22JT,0.0,1.0,1
021C92WR,1.0,0.0,0
727C73ZM,1.0,0.0,0
183M95HO,0.0,1.0,1
513V55RM,0.0,1.0,1
361T30UR,1.0,0.0,0
990T00YG,0.4444444444444444,0.5555555555555556,1
070K98PX,0.0,1.0,1
930U19SQ,1.0,0.0,0
470A51QH,0.0,1.0,1
918A01DF,0.0,1.0,1
816O44YH,0.0,1.0,1
953X19AE,0.0,1.0,1
013M51MG,0.0,1.0,1
378S54AY,0.0,1.0,1
534Y69UT,1.0,0.0,0
795C11ZG,1.0,0.0,0
441R62QS,1.0,0.0,0
900W88BK,1.0,0.0,0
497G19AD,1.0,0.0,0
710P86ET,0.0,1.0,1
276J67IS,1.0,0.0,0
263V52LP,0.0,1.0,1
065Q70BD,0.0,1.0,1
934Z55US,0.0,1.0,1
190L90ZZ,0.0,1.0,1
038Y38TO,1.0,0.0,0
171X94QH,0.0,1.0,1
199D46AD,1.0,0.0,0
795G98GI,1.0,0.0,0
791L32EO,0.0,1.0,1
768K15ZA,1.0,0.0,0
606T29UG,1.0,0.0,0
731J35NS,1.0,0.0,0
182Z58EW,1.0,0.0,0
246L23BX,1.0,0.0,0
950S72AN,0.0,1.0,1
063S16BT,0.0,1.0,1
660T30SB,1.0,0.0,0
734C62OQ,0.0,1.0,1
003S05HP,0.0,1.0,1
438F56JM,0.0,1.0,1
768G49RF,0.0,1.0,1
896L83KR,0.0,1.0,1
512A51VX,0.0,1.0,1
896Y28VU,0.0,1.0,1
134N53XX,0.0,1.0,1
946Y71KZ,1.0,0.0,0
073R24TC,1.0,0.0,0
622D65RL,0.0,1.0,1
208M95SL,1.0,0.0,0
162D43DR,1.0,0.0,0
200Q23IB,0.0,1.0,1
713V95LK,1.0,0.0,0
585Q99HX,0.0,1.0,1
761E75QP,1.0,0.0,0
146H63KD,0.0,1.0,1
119Z09KH,0.0,1.0,1
093W66RK,1.0,0.0,0
611X20BE,1.0,0.0,0
057C83GK,1.0,0.0,0
695P92RK,1.0,0.0,0
951Z69BH,1.0,0.0,0
028S99OY,1.0,0.0,0
212P57ZY,0.0,1.0,1
957B92YX,1.0,0.0,0
035B13GW,0.0,1.0,1
103Z94AG,0.0,1.0,1
468M31AP,1.0,0.0,0
286P55XC,0.0,1.0,1
690O26ZN,0.0,1.0,1
385K17EG,0.0,1.0,1
116S76DP,0.0,1.0,1
427S29MF,0.0,1.0,1
896E69YW,0.0,1.0,1
302V28AH,0.0,1.0,1
094Y52JA,1.0,0.0,0
074I98DV,0.0,1.0,1
112W74FY,0.0,1.0,1
627Z28SI,0.5,0.5,0
920Q52TZ,0.0,1.0,1
648Z33BJ,0.0,1.0,1
200C33XN,0.0,1.0,1
397F44NH,1.0,0.0,0
488K45MR,1.0,0.0,0
952P15QI,0.0,1.0,1
872W07RX,0.0,1.0,1
499L34DO,0.0,1.0,1
182U79WZ,0.0,1.0,1
762X18BS,1.0,0.0,0
263E01FT,1.0,0.0,0
917F76HN,0.0,1.0,1
440K67MV,0.0,1.0,1
976K83KS,1.0,0.0,0
108M09WY,0.0,1.0,1
091S40EE,0.0,1.0,1
815F84IO,0.0,1.0,1
829C35FM,0.0,1.0,1
099C93GB,0.0,1.0,1
437M55AP,0.0,1.0,1
746M05ED,0.0,1.0,1
342V42RV,1.0,0.0,0
063Z32EP,0.0,1.0,1
041L98PS,0.0,1.0,1
456P96HX,0.0,1.0,1
557Y30TT,0.0,1.0,1
981P31IW,1.0,0.0,0
415G63UY,1.0,0.0,0
165S94FS,1.0,0.0,0
887N16BX,0.0,1.0,1
037H90PL,0.0,1.0,1
426J72UX,0.0,1.0,1
138Q25PY,1.0,0.0,0
556E86WS,1.0,0.0,0
808J95XW,0.0,1.0,1
000Q18IQ,1.0,0.0,0
069F88MI,1.0,0.0,0
965A66IC,0.0,1.0,1
239C38AT,1.0,0.0,0
447D35JY,0.0,1.0,1
693O40EW,0.0,1.0,1
000H80QU,0.0,1.0,1
056K43UV,0.0,1.0,1
990Q71UB,1.0,0.0,0
532I30XP,0.0,1.0,1
932R02EG,0.0,1.0,1
806M43UV,0.0,1.0,1
687R90YR,0.0,1.0,1
925Z63AR,1.0,0.0,0
342P53BN,1.0,0.0,0
922K58JN,0.0,1.0,1
161L36VJ,1.0,0.0,0
110K02LF,0.0,1.0,1
959E99ZG,0.0,1.0,1
483G21AS,0.0,1.0,1
603F95NN,0.0,1.0,1
555Z66SX,0.0,1.0,1
538H73LU,1.0,0.0,0
616A49UW,0.0,1.0,1
427P69MM,0.0,1.0,1
278A53XU,0.0,1.0,1
968O49TC,0.0,1.0,1
117Q91EV,0.5,0.5,0
086H66TZ,0.0,1.0,1
801M25LN,0.0,1.0,1
371H06JO,0.0,1.0,1
